"","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","Dollar_val","sub_len_mnth","cluster"
"28005","POL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,2
"16432","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,1.07142857142857,5
"17013","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",8,4,0,2,0,199,1027.60714285714,4
"25465","ESP","Limited","RENEWAL","App",49990000,"USD","Yes","No","On","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,49.99,6.5,3
"25723","ESP","Limited","RENEWAL","App",49990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,49.99,9.82142857142857,3
"30860","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,16.7142857142857,2
"37660","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,9.75,2
"16593","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",55,9,0,9,0,0,3.21428571428571,4
"13659","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",215,110,14,40,4,199,1028.28571428571,5
"36126","CHI","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,0,9.78571428571428,2
"34177","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.0357142857143,3
"18036","EBR","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,79,6.57142857142857,4
"8380","FRA","Limited","RENEWAL","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",192,89,0,47,0,35.97,6.5,5
"17803","ESP","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","On","Other","Other","Unknown","No","No",4,0,0,0,0,65.94,6.5,4
"26848","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","Europe","Consumer","App","No","Yes",1,0,0,0,0,0,13.0357142857143,2
"2101","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",2,2,2,1,1,0,46,5
"28984","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.53571428571429,2
"15314","FRA","Limited","RENEWAL","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",6,4,0,2,0,35.97,6.53571428571429,4
"30910","KOR","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",28,3,0,2,0,0,13.1785714285714,2
"10416","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",5,0,0,0,0,35.97,3.28571428571429,4
"13617","FRA","Limited","INITIAL_PURCHASE","Web",71.79,"USD","No","No","On","Other","Other","Unknown","No","No",25,24,1,10,1,71.79,6.57142857142857,4
"36558","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",17,0,0,0,0,0,3.28571428571429,2
"13949","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","Other","Other","Unknown","No","No",6,1,0,1,0,189,1028.28571428571,4
"36090","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",6,3,1,2,1,0,1027.46428571429,2
"17990","ESP","Limited","INITIAL_PURCHASE","Web",71.63,"USD","No","No","On","Other","Other","Unknown","No","No",4,1,0,1,0,71.63,6.53571428571429,4
"35368","DEU","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,3.21428571428571,2
"9232","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",47,0,0,0,0,0,13.0357142857143,5
"5998","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",88,60,21,11,3,199,1027.64285714286,5
"24650","DEU","Limited","RENEWAL","Web",10.83,"GBP","Yes","No","On","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,14.2956,6.57142857142857,1
"29449","ITA","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",19,5,0,2,0,0,11.3214285714286,2
"4344","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",75,0,0,0,0,0,3.28571428571429,5
"21637","EBR","Limited","INITIAL_PURCHASE","Web",13.94,"EUR","Yes","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,16.5886,3.21428571428571,4
"32372","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",12,10,0,1,0,0,3.28571428571429,2
"25549","ESP","Limited","INITIAL_PURCHASE","App",44990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",19,16,0,3,0,44.99,3.28571428571429,3
"15568","FRA","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",3,0,0,0,0,119,19.6071428571429,4
"34428","JPN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.25,2
"19937","EBR","Limited","INITIAL_PURCHASE","Web",39,"EUR","Yes","No","Off","Europe","Consumer","App","No","Yes",2,1,0,1,0,46.41,3.25,1
"15888","ITA","Limited","INITIAL_PURCHASE","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,119,13.0714285714286,4
"36599","ALL","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",11,4,0,3,0,0,13.1428571428571,2
"17418","GLE","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",23,1,0,1,0,0,3.25,4
"29242","POR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","Yes","Yes",14,0,0,0,0,0,3.28571428571429,2
"8311","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,0,6.46428571428571,5
"2907","ALL","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",4,2,0,1,0,95.88,26.8928571428571,5
"35474","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.25,2
"20631","FRA","Limited","INITIAL_PURCHASE","Web",53.4,"EUR","Yes","No","On","Europe","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,63.546,6.57142857142857,1
"12037","ESP","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",3,2,0,2,0,119,13.0714285714286,4
"31694","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",8,6,0,2,0,0,1027.42857142857,2
"9522","CHI","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","Off","Other","Other","Unknown","No","No",6,2,0,2,0,65.94,6.57142857142857,4
"30052","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"30249","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",13,12,2,4,1,0,8.92857142857143,2
"17222","NED","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,79,6.57142857142857,4
"28683","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",169,9,0,2,0,0,13.0357142857143,2
"13550","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"8985","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"11683","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",53,4,0,2,0,35.97,3.28571428571429,4
"34227","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",167,10,1,9,1,0,13.1428571428571,2
"34727","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",10,0,0,0,0,0,13.0357142857143,2
"25162","FRA","Limited","INITIAL_PURCHASE","Web",108,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,142.56,15.0357142857143,4
"34634","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",11,6,4,2,1,0,11.0714285714286,2
"20286","GRK","Limited","INITIAL_PURCHASE","Web",53.4,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",2,2,0,2,0,63.546,6.57142857142857,1
"27614","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.5,2
"18536","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","Other","Consumer","Web","No","Yes",79,11,11,3,3,189,1028.28571428571,4
"24445","ALL","Limited","INITIAL_PURCHASE","Web",94.5,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,124.74,13.0357142857143,4
"11676","ALL","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",7,7,5,2,1,95.88,13.0357142857143,5
"22930","TGL","Limited","INITIAL_PURCHASE","Web",79,"EUR","No","No","Off","Other","Other","Unknown","No","No",2,1,0,1,0,94.01,13.0714285714286,4
"22438","ALL","Limited","INITIAL_PURCHASE","Web",159,"EUR","No","No","On","Other","Other","Unknown","No","No",3,0,0,0,0,189.21,13.0357142857143,4
"38702","ESP","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1039.25,3
"35963","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",5,4,2,2,1,0,6.53571428571429,2
"38990","POL","Limited","RENEWAL","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.1428571428571,3
"12896","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,35.97,3.28571428571429,4
"37955","ENG","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,2.53571428571429,2
"14696","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,199,1027.53571428571,4
"36670","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0714285714286,2
"21277","DEU","Limited","INITIAL_PURCHASE","Web",49,"EUR","Yes","No","Off","Europe","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,58.31,3.28571428571429,1
"31078","FRA","Limited","RENEWAL","App",NA,"NULL","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",7,1,0,1,0,0,13.0357142857143,2
"33142","NED","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,2
"19895","SVE","Limited","INITIAL_PURCHASE","Web",79,"EUR","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,94.01,13.0714285714286,1
"33731","GLE","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,0,3.25,2
"17270","ALL","Limited","RENEWAL","Web",179,"USD","No","No","On","Other","Other","Unknown","No","No",4,0,0,0,0,179,26.1071428571429,4
"3795","FRA","Limited","RENEWAL","Web",79,"USD","Yes","No","Off","US/Canada","Consumer","Web","No","Yes",46,7,7,2,2,79,9.78571428571428,5
"3147","FRA","Limited","INITIAL_PURCHASE","Web",79,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",4,3,0,1,0,79,3.28571428571429,5
"21595","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,355.81,1027.71428571429,4
"1520","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","Other","Consumer","App","Yes","Yes",108,0,0,0,0,0,13.0357142857143,4
"32174","POR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",12,2,0,1,0,0,10.2857142857143,2
"25618","ESP","Limited","INITIAL_PURCHASE","App",44990000,"USD","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",9,0,0,0,0,44.99,3.39285714285714,3
"31221","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",31,4,0,3,0,0,12.0357142857143,2
"32736","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",11,0,0,0,0,0,11.8214285714286,2
"33866","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",15,0,0,0,0,0,13.1428571428571,2
"30995","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","US/Canada","Other","Web","Yes","Yes",7,1,0,1,0,0,13.0357142857143,2
"31231","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",12,0,0,0,0,0,3.25,2
"30865","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,1.17857142857143,2
"624","ALL","Limited","INITIAL_PURCHASE","Web",179,"USD","No","No","On","Other","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,179,13.0714285714286,4
"36351","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",8,3,0,1,0,0,1028.32142857143,2
"25625","ESP","Limited","INITIAL_PURCHASE","App",69990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",69,1,0,1,0,69.99,6.57142857142857,2
"34743","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"125","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","No","Yes",2,2,0,1,0,35.97,3.5,5
"11112","ITA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","Web","Yes","Yes",21,14,0,4,0,35.97,3.21428571428571,5
"24617","FRA","Limited","RENEWAL","Web",16.67,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,22.0044,14.1785714285714,4
"4287","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",1,0,0,0,0,0,13.0714285714286,5
"38833","ESC","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Other","Unknown","No","No",1,0,0,0,0,0,9.78571428571428,3
"8073","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",71,20,0,12,0,199,1027.32142857143,5
"47","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,1.14285714285714,5
"34351","ESC","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.17857142857143,3
"1072","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",26,24,4,4,1,199,1028.57142857143,5
"13056","ALL","Lifetime","INITIAL_PURCHASE","Web",236.81,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,236.81,1027.75,4
"6062","POR","Limited","RENEWAL","Web",79,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",62,0,0,0,0,79,9.82142857142857,5
"1036","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",122,0,0,0,0,0,13.0357142857143,5
"36341","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",136,40,0,35,0,0,3.25,2
"37291","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,0,6.53571428571429,3
"16944","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,0,13.4642857142857,5
"17010","DEU","Limited","RENEWAL","Web",119,"USD","No","No","On","US/Canada","Consumer","Web","No","Yes",7,7,0,1,0,119,19.6071428571429,5
"32530","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",41,0,0,0,0,0,3.57142857142857,2
"4290","ESP","Limited","INITIAL_PURCHASE","Web",83.27,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",14,0,0,0,0,83.27,3.35714285714286,5
"10021","ESP","Limited","INITIAL_PURCHASE","Web",76.69,"USD","No","No","On","US/Canada","Other","Web","Yes","Yes",NA,NA,NA,NA,NA,76.69,13.0714285714286,5
"22628","RUS","Limited","INITIAL_PURCHASE","Web",13.94,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,16.5886,26.1071428571429,4
"36399","JPN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",51,1,0,1,0,0,1.10714285714286,2
"9351","ALL","Limited","RENEWAL","Web",179,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",4,0,0,0,0,179,26.1071428571429,5
"3810","CHI","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",14,5,0,3,0,35.97,3.25,5
"38706","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",18,0,0,0,0,0,3.21428571428571,2
"21171","FRA","Limited","RENEWAL","Web",10.74,"EUR","No","No","Off","Europe","Consumer","Web","Yes","Yes",3,2,1,2,1,12.7806,15.25,1
"17746","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",6,5,4,2,1,0,26.1071428571429,4
"31169","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.57142857142857,2
"16574","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.0357142857143,4
"22781","CHI","Limited","INITIAL_PURCHASE","Web",0,"EUR","Yes","No","On","Other","Other","App","Yes","Yes",NA,NA,NA,NA,NA,0,6.5,1
"33232","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",8,2,0,1,0,0,1027.85714285714,2
"5624","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",36,2,2,1,1,199,1027.78571428571,5
"30126","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,0,9.78571428571428,2
"30723","DEU","Limited","RENEWAL","App",NA,"NULL","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,8.03571428571428,2
"332","FRA","Limited","RENEWAL","Web",119,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",143,32,4,18,2,119,13.0357142857143,5
"1388","ESP","Limited","RENEWAL","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","Web","Yes","Yes",3,0,0,0,0,35.97,6.5,5
"10816","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",15,10,0,1,0,199,1028.57142857143,4
"9246","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,5
"11293","JPN","Limited","RENEWAL","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",3,1,0,1,0,35.97,19.6428571428571,5
"25367","ESP","Limited","RENEWAL","App",49990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,49.99,13.0714285714286,3
"24107","FRA","Limited","INITIAL_PURCHASE","Web",53.4,"GBP","No","No","On","Europe","Consumer","Web","Yes","Yes",3,0,0,0,0,70.488,6.57142857142857,1
"2634","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",136,0,0,0,0,0,13.0357142857143,5
"23624","RUS","Limited","INITIAL_PURCHASE","Web",8.29,"GBP","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,10.9428,26.1071428571429,1
"38006","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",137,5,0,5,0,0,13.1428571428571,2
"7084","GRK","Limited","RENEWAL","Web",79,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",3,0,0,0,0,79,3.5,5
"39653","TGL","Limited","RENEWAL","App",29990000,"GBP","No","No","On","Europe","Consumer","Web","Yes","Yes",24,11,0,10,0,39.5868,13.0714285714286,3
"35529","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",195,183,0,181,0,0,3.28571428571429,2
"23522","DEU","Limited","INITIAL_PURCHASE","Web",39,"GBP","No","Yes","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,51.48,7.35714285714286,1
"10553","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.7142857142857,4
"20329","ENG","Limited","RENEWAL","Web",40.83,"EUR","No","Yes","On","Europe","Consumer","Web","Yes","Yes",54,39,11,9,2,48.5877,6.64285714285714,1
"6274","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,8.67857142857143,5
"20051","EBR","Limited","INITIAL_PURCHASE","Web",49.5,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,58.905,3.28571428571429,1
