Language,Subscription.Type,Subscription.Event.Type,Purchase.Store,Purchase.Amount,Currency,Demo.User,Free.Trial.User,Auto.Renew,Country,User.Type,Lead.Platform,Email.Subscriber,Push.Notifications,Send.Count,Open.Count,Click.Count,Unique.Open.Count,Unique.Click.Count,Dollar_val,sub_len_mnth,cluster
ENG,Limited,INITIAL_PURCHASE,Web,52.55,USD,No,No,Off,Other,Consumer,Web,Yes,Yes,,,,,,52.55,6.5,1
DEU,Limited,INITIAL_PURCHASE,Web,99,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,14,14,0,1,0,99,26.10714286,4
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,195,31,0,28,0,0,13.03571429,4
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,86,82,44,13,2,35.97,3.25,4
RUS,Limited,RENEWAL,Web,79,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,121,0,0,0,0,79,6.535714286,2
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,7,6,2,1,0,3.571428571,2
FRA,Limited,RENEWAL,Web,79,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,79,9.821428571,4
HIN,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,15,0,0,0,0,35.97,7.642857143,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,12,9,6,3,2,199,1028.107143,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,0,0,0,0,0,13.07142857,2
ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,1,1,0,1,0,35.97,3.25,2
HIN,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,176,30,0,26,0,39,3.392857143,4
ESC,Limited,INITIAL_PURCHASE,Web,65.94,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,77,25,1,23,1,65.94,13.07142857,2
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,Other,Consumer,Web,No,Yes,127,36,16,14,2,189,1028.607143,1
FRA,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,55,0,0,0,0,39,3.392857143,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,199,1028.5,4
ESP,Limited,INITIAL_PURCHASE,Web,39.16,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,83,13,1,3,1,39.16,3.464285714,4
FRA,Limited,RENEWAL,Web,79,USD,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,2,0,0,0,0,79,6.642857143,4
ESP,Limited,RENEWAL,Web,35.97,USD,No,Yes,On,Other,Consumer,Web,Yes,Yes,5,0,0,0,0,35.97,9.892857143,1
DEU,Limited,RENEWAL,Web,35.97,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0,35.97,10.28571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,33,33,17,21,7,189,1028.785714,4
ITA,Limited,INITIAL_PURCHASE,Web,71.22,USD,Yes,No,On,US/Canada,Other,Web,Yes,Yes,1,0,0,0,0,71.22,13.07142857,4
ITA,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Other,Unknown,No,No,5,1,0,1,0,119,13.07142857,1
ESP,Limited,RENEWAL,Web,79,USD,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,7,6,1,3,1,79,13.07142857,4
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,On,Other,Consumer,Web,No,Yes,31,0,0,0,0,35.97,7.892857143,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,124,35,21,23,10,189,1028.678571,4
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.285714286,4
FRA,Limited,RENEWAL,Web,79,USD,No,No,Off,Other,Other,Unknown,No,No,,,,,,79,6.571428571,1
ENG,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,Other,Consumer,Web,Yes,Yes,52,23,8,2,1,39,6.607142857,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,33,4,0,3,0,0,6.571428571,1
ESC,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,22,22,1,7,1,0,6.428571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,55,34,10,13,4,212.13,1027.607143,4
ALL,Lifetime,INITIAL_PURCHASE,Web,216.66,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,41,18,14,6,3,216.66,1027.75,4
FRA,Limited,RENEWAL,Web,79,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,,,,,,79,6.678571429,4
CHI,Limited,INITIAL_PURCHASE,Web,46.8,USD,No,No,Off,Europe,Consumer,Web,No,Yes,98,30,10,25,5,46.8,6.214285714,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,13.03571429,4
DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,3,2,0,1,0,65.94,6.5,4
ESP,Limited,RENEWAL,Web,35.97,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,15,13,0,2,0,35.97,9.785714286,4
ITA,Limited,RENEWAL,Web,79,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,145,9,2,7,1,79,9.75,2
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,65.94,6.5,2
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,0,13.03571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199,1027.571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,198,66,57,11,2,189,1028.428571,4
ITA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,99,0,0,0,0,0,6.464285714,4
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,On,US/Canada,Other,App,Yes,Yes,,,,,,0,13.03571429,2
CHI,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Other,Unknown,No,No,28,0,0,0,0,0,13.03571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,157,53,20,19,3,189,1028.535714,2
RUS,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,On,Europe,Consumer,Web,Yes,Yes,,,,,,65.94,6.75,4
ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,3,0,2,0,104.39,13.03571429,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,205,118,6,83,2,199,1027.821429,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,3.178571429,2
ESP,Lifetime,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,2,0,1,0,0,1043.714286,4
ESP,Lifetime,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,1042.357143,2
JPN,Lifetime,INITIAL_PURCHASE,Web,378,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,378,1030.571429,2
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,142,56,11,33,2,189,1028.642857,2
ALL,Lifetime,INITIAL_PURCHASE,Web,208.38,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,208.38,1028.678571,2
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,Yes,Off,Other,Consumer,Web,No,Yes,134,39,22,12,2,189,1028.642857,1
ALL,Lifetime,INITIAL_PURCHASE,Web,158,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,7,5,0,2,0,158,1029.035714,4
POL,Limited,INITIAL_PURCHASE,Web,41.63,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,14,6,3,2,1,41.63,3.25,2
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,155,4,0,4,0,0,6.464285714,2
RUS,Limited,INITIAL_PURCHASE,Web,51.94,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,29,22,22,1,1,51.94,4.964285714,2
ALL,Lifetime,INITIAL_PURCHASE,Web,200.34,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,4,4,1,1,200.34,1030.035714,2
ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,,,,,,38.49,3.25,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,102,0,0,0,0,0,6.571428571,4
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,10,2,0,2,0,35.97,3.285714286,4
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,12,10,0,2,0,0,19.85714286,4
ALL,Limited,INITIAL_PURCHASE,Web,179,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,,,,,,179,13.07142857,4
ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,Yes,No,Off,Other,Consumer,App,No,Yes,18,18,0,1,0,65.94,10.67857143,1
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,161,1,0,1,0,0,13.03571429,2
ESP,Limited,RENEWAL,Web,79,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0,79,6.642857143,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,200,26,5,12,2,35.97,3.285714286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,1,0,1,0,199,1027.892857,2
DEU,Limited,RENEWAL,Web,79,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,4,3,3,1,1,79,16.28571429,4
FRA,Limited,RENEWAL,Web,35.97,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,43,16,0,11,0,35.97,6.5,2
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,130,119,5,59,3,0,13.03571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,9,3,3,1,1,199,1027.785714,4
JPN,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,72,0,0,0,0,0,3.285714286,2
ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,6,1,1,1,1,211.44,1027.607143,4
ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,35.97,9.892857143,4
ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,No,Yes,On,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0,95.88,13.03571429,4
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,US/Canada,Consumer,Web,No,Yes,31,0,0,0,0,35.97,3.214285714,4
POL,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0,35.97,3.392857143,4
DEU,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,39,4.428571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,158,13,0,8,0,199,1027.5,4
RUS,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,39,26.21428571,4
CHI,Limited,INITIAL_PURCHASE,Web,34.39,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,128,0,0,0,0,34.39,3.25,4
DEU,Limited,INITIAL_PURCHASE,Web,49,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0,49,6.642857143,4
ESP,Limited,INITIAL_PURCHASE,Web,41.11,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,52,8,0,4,0,41.11,6.785714286,4
RUS,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Other,App,Yes,Yes,123,123,123,1,1,0,26.10714286,2
HIN,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,41,39,5,16,2,39,3.25,2
ALL,Lifetime,INITIAL_PURCHASE,Web,197.91,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,89,9,2,8,2,197.91,1028.785714,2
ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,22,15,13,3,1,214.92,1028.785714,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,36,2,2,1,1,199,1027.321429,4
ALL,Limited,RENEWAL,Web,179,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,179,26.10714286,2
DEU,Limited,RENEWAL,Web,79,USD,No,Yes,On,US/Canada,Consumer,App,No,Yes,3,2,0,1,0,79,9.892857143,2
ESP,Limited,INITIAL_PURCHASE,Web,38.24,USD,Yes,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,38.24,3.285714286,4
FRA,Lifetime,INITIAL_PURCHASE,Web,189,USD,Yes,No,Off,Other,Consumer,App,No,Yes,1,0,0,0,0,189,1030.785714,1
ENG,Limited,INITIAL_PURCHASE,Web,41.57,USD,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,48,0,0,0,0,41.57,6.678571429,2
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0,13.07142857,4
ESP,Limited,INITIAL_PURCHASE,Web,70.06,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,70.06,6.571428571,2
ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,Yes,No,On,Other,Consumer,Web,Yes,Yes,1,0,0,0,0,65.94,6.535714286,1
FRA,Limited,RENEWAL,Web,119,USD,No,No,On,Other,Consumer,Web,No,Yes,1,0,0,0,0,119,14.07142857,1
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,134,25,0,22,0,0,3.285714286,4
ESP,Limited,INITIAL_PURCHASE,Web,32.37,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,18,0,0,0,0,32.37,6.642857143,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,13,10,0,7,0,199,1027.428571,4
POL,Limited,INITIAL_PURCHASE,Web,66.6,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,103,0,0,0,0,66.6,14.39285714,4
ESP,Limited,RENEWAL,Web,79,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,196,27,0,21,0,79,9.75,2
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,110,96,0,87,0,0,13.03571429,4
HEB,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Other,Web,Yes,Yes,,,,,,0,26.10714286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,120,36,0,26,0,199,1027.678571,4
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,20,13,5,9,2,189,1028.714286,4
ESP,Limited,INITIAL_PURCHASE,Web,38.13,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,39,33,18,6,3,38.13,3.392857143,4
DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,Off,Other,Consumer,Web,No,Yes,25,9,3,4,1,35.97,3.928571429,1
ESP,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,31,12,1,9,1,39,3.392857143,4
ESP,Limited,RENEWAL,Web,79,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,108,0,0,0,0,79,6.535714286,2
ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0,214.92,1027.857143,4
GRK,Limited,RENEWAL,Web,119,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,5,4,4,1,1,119,13.07142857,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,75,5,1,5,1,0,13.03571429,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,31,12,11,4,3,199,1028.714286,4
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,171,2,0,2,0,0,13,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,On,Other,Consumer,Web,No,Yes,1,1,0,1,0,35.97,3.321428571,1
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,190,22,2,10,1,199,1027.571429,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,61,9,6,5,2,199,1027.75,2
ENG,Limited,RENEWAL,Web,79,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,130,0,0,0,0,79,9.821428571,2
FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,3,0,2,0,65.94,6.535714286,4
ALL,Lifetime,INITIAL_PURCHASE,Web,202.23,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,60,10,1,7,1,202.23,1028.357143,2
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,161,18,0,10,0,0,6.571428571,4
ALL,Lifetime,INITIAL_PURCHASE,Web,216.11,USD,No,No,Off,Other,Other,Unknown,No,No,6,2,0,1,0,216.11,1027.821429,1
FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,No,On,Other,Consumer,Web,No,Yes,,,,,,35.97,3.285714286,1
ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,157,37,25,12,2,189,1028.464286,2
FRA,Limited,INITIAL_PURCHASE,Web,50.97,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,13,13,0,2,0,50.97,6.678571429,4
ESP,Limited,RENEWAL,Web,35.97,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,35.97,13.17857143,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,3.285714286,4
TGL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,12,5,5,2,199,1029.285714,4
ALL,Lifetime,INITIAL_PURCHASE,Web,202.7,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,54,23,4,12,1,202.7,1028.071429,2
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0,199,1029.428571,4
DAR,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0,6.535714286,4
ENG,Limited,INITIAL_PURCHASE,Web,143.76,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,18,14,0,6,0,143.76,39.75,4
ARA,Limited,RENEWAL,Web,35.97,USD,No,Yes,On,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,35.97,9.892857143,1
ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,69,3,0,2,0,65.94,6.571428571,4
ENG,Limited,INITIAL_PURCHASE,Web,37.91,USD,Yes,No,On,US/Canada,Other,Web,Yes,Yes,,,,,,37.91,3.642857143,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,75,2,0,1,0,0,13.03571429,2
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,182,8,0,8,0,0,13,4
POR,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,0,13.03571429,1
ALL,Lifetime,INITIAL_PURCHASE,Web,242.78,USD,No,No,Off,Europe,Consumer,Web,No,Yes,236,118,96,23,5,242.78,1028.214286,4
ARA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0,19.53571429,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Other,Web,Yes,Yes,,,,,,0,6.535714286,4
ESP,Limited,INITIAL_PURCHASE,Web,41.44,USD,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,4,1,1,1,1,41.44,3.392857143,4
ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,10,9,4,3,1,211.64,1027.75,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,199,1028.571429,2
ESP,Limited,INITIAL_PURCHASE,Web,109,USD,No,No,Off,US/Canada,Other,Web,Yes,Yes,1,0,0,0,0,109,6.5,4
ALL,Lifetime,INITIAL_PURCHASE,Web,205.54,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,205,86,26,15,4,205.54,1028.392857,4
POL,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,60,49,4,27,3,0,13.03571429,4
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,Yes,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0,0,13.03571429,4
FRA,Limited,INITIAL_PURCHASE,Web,32.37,USD,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,16,9,8,2,1,32.37,3.285714286,2
ALL,Lifetime,INITIAL_PURCHASE,Web,211.54,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,157,73,4,59,1,211.54,1028.25,2
DEU,Limited,INITIAL_PURCHASE,Web,38.49,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,109,56,18,23,1,38.49,3.535714286,4
LAT,Limited,INITIAL_PURCHASE,Web,119.88,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,1,0,1,0,119.88,13.07142857,4
ENG,Limited,INITIAL_PURCHASE,Web,39,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,,,,,,39,3.392857143,4
ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,172,1,0,1,0,35.97,3.357142857,4
ARA,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,160,8,0,6,0,0,13.03571429,2
ENG,Limited,RENEWAL,Web,119,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,119,13.57142857,4
FRA,Limited,RENEWAL,Web,119,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,143,32,4,18,2,119,13.03571429,4
ENG,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,2,1,2,1,0,16.32142857,4
ALL,Lifetime,INITIAL_PURCHASE,Web,201.19,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,125,108,103,4,2,201.19,1028.571429,2
ITA,Limited,RENEWAL,Web,35.97,USD,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0,35.97,13.32142857,4
ESP,Limited,RENEWAL,Web,19.99,USD,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,19,18,0,2,0,19.99,5.714285714,4
KOR,Limited,INITIAL_PURCHASE,Web,38.27,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,2,0,2,0,38.27,3.392857143,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,14,10,3,3,1,0,13.03571429,4
ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,51,21,9,12,4,199,1027.821429,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,Yes,No,Off,US/Canada,Consumer,App,No,Yes,6,1,0,1,0,0,16.32142857,2
TGL,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,173,0,0,0,0,0,3.285714286,4
CHI,Limited,INITIAL_PURCHASE,Web,65.94,USD,No,Yes,Off,Other,Consumer,Web,Yes,Yes,6,6,0,1,0,65.94,6.642857143,1
FRA,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,No,Yes,,,,,,0,6.464285714,4
ESP,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,On,US/Canada,Consumer,Web,Yes,Yes,32,0,0,0,0,0,13.03571429,4
DEU,Limited,INITIAL_PURCHASE,Web,0,USD,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,19,0,0,0,0,0,13.03571429,4
ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,27,6,1,3,1,65.94,6.5,2
